,Ville,Secteur,Type,Surface habitable m²,Surface totale m²,Âge du bien,Salons,Chambres,Salle de bain,Garage,Jardin,Piscine,Balcon,Prix / m²,Prix
315,Casablanca,Aïn Chock,Appartements,110,110,1-5 ans,2,3,2,Non,Non,Non,Non,8545.45,940000.0
316,Casablanca,Aïn Chock,Maisons et villas,116,116,21+ ans,3,3,3,Oui,Non,Non,Oui,25862.07,3000000.0
317,Casablanca,Aïn Chock,Maisons et villas,279,279,6-10 ans,3,5,5,Oui,Oui,Non,Oui,12186.38,3400000.0
318,Casablanca,Aïn Chock,Maisons et villas,122,122,1-5 ans,3,4,3,Non,Non,Non,Non,40983.61,5000000.0
319,Casablanca,Aïn Chock,Maisons et villas,280,280,Neuf,5,4,2,Oui,Oui,Non,Oui,13928.57,3900000.0
320,Casablanca,Aïn Chock,Maisons et villas,280,280,6-10 ans,3,5,4,Oui,Oui,Non,Oui,12857.14,3600000.0
321,Casablanca,Aïn Chock,Maisons et villas,64,256,21+ ans,4,3,2,Non,Non,Non,Non,3593.75,920000.0
322,Casablanca,Aïn Chock,Maisons et villas,280,280,21+ ans,1,2,3,Non,Non,Non,Non,12142.86,3400000.0
323,Casablanca,Aïn Chock,Maisons et villas,280,280,Neuf,5,4,2,Oui,Oui,Non,Oui,13928.57,3900000.0
324,Casablanca,Aïn Chock,Maisons et villas,140,290,Neuf,4,5,4,Oui,Oui,Non,Oui,12413.79,3600000.0
325,Casablanca,Aïn Chock,Maisons et villas,200,300,21+ ans,2,6,4,Oui,Non,Non,Oui,12833.33,3850000.0
326,Casablanca,Aïn Diab,Maisons et villas,450,285,11-20 ans,3,5,3,Oui,Oui,Non,Oui,22807.02,6500000.0
327,Casablanca,Aïn Diab,Maisons et villas,450,320,6-10 ans,4,4,3,Oui,Oui,Oui,Oui,22812.5,7300000.0
328,Casablanca,Aïn Chock,Maisons et villas,140,300,Neuf,5,5,5,Oui,Oui,Non,Oui,16666.67,5000000.0
329,Casablanca,Aïn Chock,Maisons et villas,183,318,6-10 ans,4,9,4,Oui,Oui,Non,Oui,15723.27,5000000.0
330,Casablanca,Aïn Diab,Maisons et villas,300,600,11-20 ans,2,5,3,Oui,Oui,Non,Oui,10000.0,6000000.0
331,Casablanca,Aïn Chock,Maisons et villas,320,320,Neuf,1,3,4,Oui,Non,Oui,Non,8593.75,2750000.0
332,Casablanca,Aïn Chock,Maisons et villas,240,320,1-5 ans,3,6,4,Oui,Non,Non,Non,968.75,310000.0
333,Casablanca,Aïn Sebaâ,Appartements,50,50,Neuf,1,1,1,Non,Non,Non,Oui,11000.0,550000.0
334,Casablanca,Aïn Chock,Maisons et villas,420,420,11-20 ans,2,2,2,Oui,Non,Non,Non,9047.62,3800000.0
335,Casablanca,Aïn Chock,Maisons et villas,52,423,21+ ans,1,1,1,Non,Non,Non,Non,3309.69,1400000.0
336,Casablanca,Aïn Chock,Maisons et villas,320,544,21+ ans,3,4,4,Non,Non,Non,Oui,7261.03,3950000.0
337,Casablanca,Aïn Diab,Appartements,50,50,Neuf,1,2,2,Non,Non,Non,Oui,5000.0,250000.0
338,Casablanca,Aïn Diab,Appartements,50,53,6-10 ans,1,2,1,Non,Non,Non,Oui,7547.17,400000.0
339,Casablanca,Aïn Diab,Appartements,80,80,1-5 ans,1,2,1,Non,Non,Non,Non,4187.5,335000.0
340,Casablanca,Aïn Diab,Appartements,133,139,6-10 ans,1,3,2,Non,Non,Non,Oui,16187.05,2250000.0
341,Casablanca,Aïn Diab,Appartements,163,163,11-20 ans,1,3,2,Non,Non,Non,Oui,15950.92,2600000.0
342,Casablanca,Aïn Diab,Maisons et villas,160,170,11-20 ans,1,3,3,Non,Non,Non,Non,21764.71,3700000.0
343,Casablanca,Aïn Diab,Appartements,189,189,11-20 ans,2,3,2,Non,Non,Non,Oui,15873.02,3000000.0
344,Casablanca,Aïn Diab,Appartements,200,208,11-20 ans,2,4,2,Non,Non,Non,Oui,17307.69,3600000.0
345,Casablanca,Aïn Diab,Maisons et villas,450,285,11-20 ans,3,5,3,Oui,Oui,Non,Oui,22807.02,6500000.0
346,Casablanca,Aïn Diab,Maisons et villas,214,314,1-5 ans,2,4,2,Oui,Non,Non,Oui,19108.28,6000000.0
347,Casablanca,Aïn Diab,Maisons et villas,450,320,6-10 ans,4,4,3,Oui,Oui,Oui,Oui,22812.5,7300000.0
348,Casablanca,Aïn Diab,Maisons et villas,450,350,6-10 ans,3,4,3,Non,Non,Non,Non,18571.43,6500000.0
349,Casablanca,Aïn Diab,Maisons et villas,520,372,6-10 ans,2,5,5,Oui,Oui,Non,Oui,20161.29,7500000.0
350,Casablanca,Aïn Diab,Maisons et villas,372,378,21+ ans,4,4,3,Oui,Oui,Non,Oui,16666.67,6300000.0
351,Casablanca,Aïn Diab,Maisons et villas,450,385,6-10 ans,3,6,4,Oui,Oui,Oui,Oui,20519.48,7900000.0
352,Casablanca,Aïn Diab,Maisons et villas,370,400,11-20 ans,2,6,4,Oui,Oui,Non,Oui,19750.0,7900000.0
353,Casablanca,Aïn Diab,Maisons et villas,450,400,6-10 ans,3,4,3,Non,Non,Non,Non,17500.0,7000000.0
354,Casablanca,Aïn Diab,Maisons et villas,550,402,6-10 ans,2,7,4,Oui,Oui,Non,Oui,18656.72,7500000.0
355,Casablanca,Aïn Diab,Maisons et villas,350,408,6-10 ans,2,4,4,Oui,Oui,Oui,Oui,23284.31,9500000.0
356,Casablanca,Aïn Diab,Maisons et villas,480,425,6-10 ans,3,4,3,Non,Non,Non,Non,16000.0,6800000.0
357,Casablanca,Aïn Diab,Maisons et villas,400,500,Neuf,3,4,4,Oui,Oui,Oui,Oui,18000.0,9000000.0
358,Casablanca,Aïn Diab,Maisons et villas,480,545,6-10 ans,3,4,3,Non,Non,Non,Non,13761.47,7500000.0
359,Casablanca,Aïn Diab,Maisons et villas,300,600,11-20 ans,2,5,3,Oui,Oui,Non,Oui,10000.0,6000000.0
360,Casablanca,Aïn Diab,Maisons et villas,1000,720,11-20 ans,4,6,4,Oui,Oui,Non,Oui,12777.78,9200000.0
361,Casablanca,Aïn Diab,Maisons et villas,580,722,1-5 ans,3,4,3,Non,Non,Non,Non,15927.98,11500000.0
362,Casablanca,Aïn Diab,Maisons et villas,325,850,6-10 ans,3,4,3,Oui,Oui,Oui,Oui,1176.59,1000100.0
363,Casablanca,Aïn Diab,Maisons et villas,1260,1260,1-5 ans,3,4,3,Non,Non,Non,Non,6349.21,8000000.0
364,Casablanca,Aïn Sebaâ,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Non,6000.0,300000.0
365,Casablanca,Aïn Sebaâ,Appartements,50,50,Neuf,1,1,1,Non,Non,Non,Oui,11000.0,550000.0
366,Casablanca,Aïn Sebaâ,Appartements,52,52,6-10 ans,1,2,1,Non,Non,Non,Non,6153.85,320000.0
367,Casablanca,Aïn Sebaâ,Appartements,52,52,6-10 ans,1,2,1,Non,Non,Non,Oui,6730.77,350000.0
368,Casablanca,Aïn Sebaâ,Appartements,54,54,6-10 ans,1,2,2,Non,Non,Non,Oui,6111.11,330000.0
369,Casablanca,Aïn Sebaâ,Appartements,56,56,6-10 ans,1,2,1,Non,Non,Non,Oui,8214.29,460000.0
370,Casablanca,Aïn Sebaâ,Maisons et villas,56,56,Neuf,1,2,1,Non,Non,Non,Non,6428.57,360000.0
371,Casablanca,Aïn Sebaâ,Appartements,56,56,6-10 ans,1,2,2,Non,Non,Non,Oui,6785.71,380000.0
372,Casablanca,Aïn Sebaâ,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Non,7543.86,430000.0
373,Casablanca,Aïn Sebaâ,Appartements,57,57,11-20 ans,1,2,1,Non,Non,Non,Oui,9473.68,540000.0
374,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,5862.07,340000.0
375,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,5862.07,340000.0
376,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Non,5689.66,330000.0
377,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,7586.21,440000.0
378,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Non,5172.41,300000.0
379,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,6206.9,360000.0
380,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Non,5862.07,340000.0
381,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,5689.66,330000.0
382,Casablanca,Aïn Sebaâ,Appartements,50,58,1-5 ans,1,2,2,Non,Non,Non,Oui,5689.66,330000.0
383,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,6724.14,390000.0
384,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Non,6379.31,370000.0
385,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,5862.07,340000.0
386,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,6379.31,370000.0
387,Casablanca,Aïn Sebaâ,Appartements,58,58,1-5 ans,1,2,2,Non,Non,Non,Oui,6379.31,370000.0
388,Casablanca,Aïn Sebaâ,Appartements,59,59,6-10 ans,1,2,1,Non,Non,Non,Non,9830.51,580000.0
389,Casablanca,Aïn Sebaâ,Appartements,60,60,6-10 ans,1,2,1,Non,Non,Non,Non,10000.0,600000.0
390,Casablanca,Aïn Sebaâ,Appartements,60,60,6-10 ans,1,2,1,Non,Non,Non,Oui,7000.0,420000.0
391,Casablanca,Aïn Sebaâ,Maisons et villas,62,62,6-10 ans,4,4,3,Oui,Non,Non,Non,27419.35,1700000.0
392,Casablanca,Aïn Sebaâ,Appartements,63,63,6-10 ans,1,2,1,Non,Non,Non,Non,6666.67,420000.0
393,Casablanca,Aïn Sebaâ,Maisons et villas,65,65,Neuf,1,2,1,Non,Oui,Oui,Oui,7692.31,500000.0
394,Casablanca,Aïn Sebaâ,Maisons et villas,65,65,6-10 ans,1,2,1,Non,Non,Non,Non,6615.38,430000.0
395,Casablanca,Aïn Sebaâ,Appartements,65,65,Neuf,1,2,2,Non,Non,Non,Oui,11500.0,747500.0
396,Casablanca,Aïn Sebaâ,Appartements,70,70,6-10 ans,1,3,2,Non,Non,Non,Non,10000.0,700000.0
397,Casablanca,Aïn Sebaâ,Appartements,71,71,Neuf,1,2,2,Non,Non,Non,Non,11237.54,797865.0
398,Casablanca,Aïn Sebaâ,Appartements,73,73,Neuf,1,2,2,Non,Non,Non,Non,10000.0,730000.0
399,Casablanca,Aïn Sebaâ,Appartements,74,74,Neuf,1,2,2,Non,Non,Non,Oui,10675.68,790000.0
400,Casablanca,Aïn Sebaâ,Appartements,76,76,11-20 ans,1,2,1,Non,Non,Non,Non,8421.05,640000.0
401,Casablanca,Aïn Sebaâ,Appartements,76,76,1-5 ans,1,2,2,Non,Non,Non,Oui,10000.0,760000.0
402,Casablanca,Anfa,Appartements,112,124,1-5 ans,1,3,2,Non,Non,Non,Oui,19354.84,2400000.0
403,Casablanca,Anfa,Appartements,160,160,Neuf,1,3,3,Non,Non,Non,Oui,25000.0,4000000.0
404,Casablanca,Anfa,Appartements,167,167,21+ ans,1,3,2,Non,Non,Non,Oui,11377.25,1900000.0
405,Casablanca,Aïn Sebaâ,Appartements,87,87,Neuf,1,3,1,Non,Non,Non,Oui,11768.85,1023890.0
406,Casablanca,Aïn Sebaâ,Appartements,87,87,Neuf,1,3,2,Non,Non,Non,Oui,11768.85,1023890.0
407,Casablanca,Aïn Sebaâ,Appartements,89,89,6-10 ans,1,2,1,Non,Non,Non,Oui,9662.92,860000.0
408,Casablanca,Aïn Sebaâ,Appartements,79,89,1-5 ans,1,2,2,Non,Non,Non,Oui,10337.08,920000.0
409,Casablanca,Aïn Sebaâ,Appartements,90,92,Neuf,1,3,2,Non,Non,Non,Oui,11086.96,1020000.0
410,Casablanca,Aïn Sebaâ,Appartements,98,98,6-10 ans,1,3,2,Non,Non,Non,Non,11224.49,1100000.0
411,Casablanca,Aïn Sebaâ,Appartements,99,99,1-5 ans,1,3,2,Non,Non,Non,Non,11313.13,1120000.0
412,Casablanca,Aïn Sebaâ,Appartements,103,103,11-20 ans,2,2,2,Non,Non,Non,Oui,9417.48,970000.0
413,Casablanca,Aïn Sebaâ,Appartements,109,116,6-10 ans,1,3,2,Non,Non,Non,Oui,10344.83,1200000.0
414,Casablanca,Aïn Sebaâ,Maisons et villas,100,160,21+ ans,5,9,5,Non,Non,Non,Non,11500.0,1840000.0
415,Casablanca,Aïn Sebaâ,Maisons et villas,120,160,21+ ans,6,1,3,Oui,Non,Non,Oui,11500.0,1840000.0
416,Casablanca,Aïn Sebaâ,Maisons et villas,100,160,21+ ans,5,7,4,Non,Non,Non,Non,11500.0,1840000.0
417,Casablanca,Aïn Sebaâ,Maisons et villas,100,160,21+ ans,4,7,3,Non,Non,Non,Non,11500.0,1840000.0
418,Casablanca,Aïn Sebaâ,Maisons et villas,160,167,11-20 ans,4,3,2,Non,Non,Non,Non,16766.47,2800000.0
419,Casablanca,Aïn Sebaâ,Maisons et villas,172,172,21+ ans,1,2,3,Non,Non,Non,Non,11046.51,1900000.0
420,Casablanca,Aïn Sebaâ,Maisons et villas,110,200,11-20 ans,3,2,1,Oui,Oui,Non,Oui,11000.0,2200000.0
421,Casablanca,Aïn Sebaâ,Maisons et villas,211,211,11-20 ans,2,4,3,Non,Non,Non,Oui,6398.1,1350000.0
422,Casablanca,Aïn Sebaâ,Maisons et villas,124,286,21+ ans,2,5,3,Oui,Oui,Non,Oui,9755.24,2790000.0
423,Casablanca,Aïn Sebaâ,Maisons et villas,100,300,11-20 ans,1,3,1,Oui,Oui,Non,Non,4333.33,1300000.0
424,Casablanca,Aïn Sebaâ,Maisons et villas,100,310,11-20 ans,3,7,4,Non,Non,Non,Non,11935.48,3700000.0
425,Casablanca,Aïn Sebaâ,Maisons et villas,300,410,21+ ans,5,10+,7+,Non,Oui,Non,Non,7804.88,3200000.0
426,Casablanca,Aïn Sebaâ,Maisons et villas,160,450,21+ ans,3,6,3,Oui,Oui,Non,Non,8444.44,3800000.0
427,Casablanca,Aïn Sebaâ,Maisons et villas,500,612,21+ ans,4,8,2,Non,Non,Non,Non,7516.34,4600000.0
428,Casablanca,Al Fida,Maisons et villas,53,53,21+ ans,2,3,2,Oui,Non,Non,Non,20964.36,1111111.0
429,Casablanca,Al Fida,Maisons et villas,59,59,11-20 ans,4,8,2,Non,Non,Non,Non,42372.88,2500000.0
430,Casablanca,Al Fida,Maisons et villas,60,60,21+ ans,2,6,2,Non,Non,Non,Non,14166.67,850000.0
431,Casablanca,Al Fida,Maisons et villas,60,60,21+ ans,1,4,2,Non,Non,Non,Non,13333.33,800000.0
432,Casablanca,Al Fida,Maisons et villas,61,61,21+ ans,1,2,3,Non,Non,Non,Non,9016.39,550000.0
433,Casablanca,Al Fida,Maisons et villas,64,64,21+ ans,2,4,2,Non,Non,Non,Non,10937.5,700000.0
434,Casablanca,Al Fida,Maisons et villas,65,65,6-10 ans,1,2,3,Non,Non,Non,Non,70769.23,4600000.0
435,Casablanca,Al Fida,Maisons et villas,64,65,11-20 ans,2,4,2,Non,Non,Non,Non,13500.0,877500.0
436,Casablanca,Al Fida,Maisons et villas,70,70,21+ ans,1,6,3,Non,Non,Non,Non,14285.71,1000000.0
437,Casablanca,Al Fida,Maisons et villas,72,72,6-10 ans,2,6,4,Non,Non,Non,Non,16666.67,1200000.0
438,Casablanca,Al Fida,Maisons et villas,64,74,21+ ans,2,5,2,Oui,Non,Non,Non,24324.32,1800000.0
439,Casablanca,Al Fida,Maisons et villas,240,80,21+ ans,3,7,4,Non,Non,Non,Non,50000.0,4000000.0
440,Casablanca,Al Fida,Maisons et villas,80,80,21+ ans,4,5,3,Non,Non,Non,Non,32500.0,2600000.0
441,Casablanca,Al Fida,Maisons et villas,84,84,21+ ans,2,10+,2,Oui,Non,Non,Non,10000.0,840000.0
442,Casablanca,Al Fida,Appartements,85,85,21+ ans,1,3,1,Non,Non,Non,Oui,8823.53,750000.0
443,Casablanca,Al Fida,Maisons et villas,80,100,6-10 ans,2,4,2,Non,Non,Non,Non,3800.0,380000.0
444,Casablanca,Al Fida,Maisons et villas,103,103,21+ ans,1,2,3,Oui,Non,Non,Non,9708.74,1000000.0
445,Casablanca,Al Fida,Maisons et villas,98,114,11-20 ans,4,8,4,Non,Non,Non,Non,13812.72,1574650.0
446,Casablanca,Al Fida,Maisons et villas,550,120,21+ ans,7+,8,7+,Non,Non,Non,Non,15000.0,1800000.0
447,Casablanca,Al Fida,Maisons et villas,1000,120,21+ ans,7+,10+,7+,Non,Non,Non,Non,15000.0,1800000.0
448,Casablanca,Al Fida,Maisons et villas,240,210,21+ ans,3,7,3,Non,Non,Non,Non,10476.19,2200000.0
449,Casablanca,Al Fida,Maisons et villas,180,210,21+ ans,3,9,4,Non,Non,Non,Non,15238.1,3200000.0
450,Casablanca,Al Fida,Maisons et villas,72,216,21+ ans,2,7,3,Oui,Non,Non,Non,7407.41,1600000.0
451,Casablanca,Al Fida,Maisons et villas,256,256,21+ ans,2,9,4,Non,Non,Non,Non,5468.75,1400000.0
452,Casablanca,Al Fida,Maisons et villas,72,280,21+ ans,3,8,3,Non,Non,Non,Non,5714.29,1600000.0
453,Casablanca,Al Fida,Maisons et villas,300,300,21+ ans,4,10,4,Oui,Non,Non,Non,12833.33,3850000.0
454,Casablanca,Al Fida,Maisons et villas,339,451,11-20 ans,3,5,2,Oui,Non,Non,Non,6097.56,2750000.0
455,Casablanca,Al Qods,Appartements,54,54,6-10 ans,1,2,1,Non,Non,Non,Oui,53703.7,2900000.0
456,Casablanca,Al Qods,Appartements,78,84,1-5 ans,1,3,1,Non,Non,Non,Non,10238.1,860000.0
457,Casablanca,Al Qods,Maisons et villas,87,87,6-10 ans,1,2,2,Non,Non,Non,Non,12850.57,1118000.0
458,Casablanca,Al Qods,Maisons et villas,100,110,11-20 ans,6,8,6,Oui,Non,Non,Oui,31818.18,3500000.0
459,Casablanca,Al Qods,Appartements,113,113,1-5 ans,1,5,2,Non,Non,Non,Non,7610.62,860000.0
460,Casablanca,Al Qods,Maisons et villas,134,134,11-20 ans,2,2,3,Non,Oui,Non,Non,13432.84,1800000.0
461,Casablanca,Al Qods,Maisons et villas,134,134,11-20 ans,2,2,3,Non,Oui,Non,Non,13059.7,1750000.0
462,Casablanca,Al Qods,Appartements,115,135,1-5 ans,2,3,2,Non,Non,Non,Non,8888.89,1200000.0
463,Casablanca,Al Qods,Maisons et villas,136,136,11-20 ans,1,4,2,Non,Oui,Non,Non,12500.0,1700000.0
464,Casablanca,Al Qods,Maisons et villas,136,136,6-10 ans,4,4,4,Non,Oui,Non,Oui,24264.71,3300000.0
465,Casablanca,Al Qods,Maisons et villas,120,136,6-10 ans,2,4,2,Non,Non,Non,Non,12867.65,1750000.0
466,Casablanca,Al Qods,Maisons et villas,510,202,11-20 ans,5,5,3,Oui,Oui,Non,Oui,18811.88,3800000.0
467,Casablanca,Al Qods,Maisons et villas,220,220,1-5 ans,3,3,2,Non,Non,Non,Non,13636.36,3000000.0
468,Casablanca,Al Qods,Maisons et villas,480,232,1-5 ans,4,5,6,Non,Non,Non,Non,30172.41,7000000.0
469,Casablanca,Al Qods,Maisons et villas,300,360,11-20 ans,5,5,4,Non,Oui,Non,Oui,5972.22,2150000.0
470,Casablanca,Al Qods,Maisons et villas,430,480,6-10 ans,3,9,4,Oui,Non,Non,Oui,7916.67,3800000.0
471,Casablanca,Al Qods,Maisons et villas,120,600,11-20 ans,7+,10+,7+,Non,Non,Non,Non,9666.67,5800000.0
