,Ville,Secteur,Type,Surface habitable m²,Surface totale m²,Âge du bien,Salons,Chambres,Salle de bain,Garage,Jardin,Piscine,Balcon,Prix / m²,Prix
2028,Marrakech,Hay Charaf,Appartements,53,53,Neuf,1,1,1,Non,Non,Non,Non,4339.62,230000.0
2029,Marrakech,Hay Charaf,Appartements,55,55,6-10 ans,1,2,1,Non,Non,Non,Oui,9454.55,520000.0
2030,Marrakech,Hay Charaf,Appartements,60,60,6-10 ans,1,2,1,Non,Non,Non,Oui,5666.67,340000.0
2031,Marrakech,Hay Charaf,Appartements,63,63,1-5 ans,1,2,1,Non,Non,Non,Non,10000.0,630000.0
2032,Marrakech,Hay Charaf,Appartements,64,64,Neuf,1,2,1,Non,Non,Non,Non,7812.5,500000.0
2033,Marrakech,Hay Charaf,Appartements,65,65,1-5 ans,1,2,1,Non,Non,Non,Non,9692.31,630000.0
2034,Marrakech,Hay Charaf,Appartements,65,65,Neuf,1,2,1,Non,Non,Non,Non,5538.46,360000.0
2035,Marrakech,Hay Charaf,Appartements,71,71,11-20 ans,1,2,1,Non,Non,Non,Oui,7746.48,550000.0
2036,Marrakech,Hay Charaf,Appartements,75,75,21+ ans,1,2,2,Non,Non,Non,Non,9333.33,700000.0
2037,Marrakech,Hay Charaf,Appartements,79,79,Neuf,1,2,2,Non,Non,Non,Oui,8987.34,710000.0
2038,Marrakech,Hay Charaf,Appartements,82,82,Neuf,1,3,2,Non,Non,Non,Non,8780.49,720000.0
2039,Marrakech,Hay Charaf,Appartements,83,83,Neuf,1,2,2,Non,Non,Non,Oui,8554.22,710000.0
2040,Marrakech,Hay Charaf,Appartements,85,85,Neuf,1,2,1,Non,Non,Non,Oui,9058.82,770000.0
2041,Marrakech,Hay Charaf,Appartements,90,90,Neuf,1,3,2,Non,Non,Non,Oui,10600.0,954000.0
2042,Marrakech,Hay Charaf,Maisons et villas,270,92,1-5 ans,4,7,4,Non,Oui,Non,Oui,16304.35,1500000.0
2043,Marrakech,Hay Charaf,Maisons et villas,300,100,11-20 ans,4,5,3,Oui,Non,Non,Oui,17000.0,1700000.0
2044,Marrakech,Hay Charaf,Appartements,106,106,6-10 ans,2,3,2,Non,Non,Non,Oui,10000.0,1060000.0
2045,Marrakech,Hay Charaf,Appartements,94,114,Neuf,1,3,2,Non,Non,Non,Non,8596.49,980000.0
2046,Marrakech,Hay Charaf,Appartements,112,122,Neuf,1,3,2,Non,Non,Non,Non,7704.92,940000.0
2047,Marrakech,Hay Charaf,Appartements,126,126,6-10 ans,1,3,2,Non,Non,Non,Oui,8730.16,1100000.0
2048,Marrakech,Hay Charaf,Appartements,126,126,Neuf,3,3,2,Non,Non,Non,Non,8888.89,1120000.0
2049,Marrakech,Hay Charaf,Appartements,130,130,Neuf,2,3,2,Non,Non,Non,Oui,9230.77,1200000.0
2050,Marrakech,Hay Charaf,Appartements,140,140,1-5 ans,2,3,2,Non,Non,Non,Non,6642.86,930000.0
2051,Marrakech,Hay Charaf,Appartements,140,140,Neuf,3,2,3,Non,Non,Non,Non,9000.0,1260000.0
2052,Marrakech,Hay Charaf,Maisons et villas,560,160,1-5 ans,1,10+,7+,Non,Non,Non,Oui,23125.0,3700000.0
2053,Marrakech,Hay Charaf,Maisons et villas,400,341,6-10 ans,4,7,4,Oui,Oui,Oui,Oui,10263.93,3500000.0
2054,Marrakech,Hay Izdihar,Appartements,51,51,Neuf,1,1,1,Non,Non,Non,Non,7843.14,400000.0
2055,Marrakech,Hay Izdihar,Appartements,52,52,1-5 ans,1,2,1,Non,Non,Non,Oui,7307.69,380000.0
2056,Marrakech,Hay Izdihar,Appartements,53,53,1-5 ans,1,1,1,Non,Non,Non,Non,5094.34,270000.0
2057,Marrakech,Hay Izdihar,Appartements,56,56,Neuf,1,3,1,Non,Non,Non,Oui,5000.0,280000.0
2058,Marrakech,Hay Izdihar,Appartements,58,58,6-10 ans,1,2,1,Non,Non,Non,Non,6206.9,360000.0
2059,Marrakech,Hay Izdihar,Appartements,60,60,Neuf,1,2,2,Non,Non,Non,Oui,9500.0,570000.0
2060,Marrakech,Hay Izdihar,Appartements,60,60,1-5 ans,1,2,1,Non,Non,Non,Oui,8666.67,520000.0
2061,Marrakech,Hay Izdihar,Appartements,60,60,1-5 ans,1,2,1,Non,Non,Non,Non,6333.33,380000.0
2062,Marrakech,Hay Izdihar,Appartements,60,60,1-5 ans,1,2,1,Non,Non,Non,Non,7833.33,470000.0
2063,Marrakech,Hay Izdihar,Appartements,60,60,1-5 ans,1,2,1,Non,Non,Non,Non,8000.0,480000.0
2064,Marrakech,Hay Izdihar,Appartements,63,63,Neuf,1,1,1,Non,Non,Non,Oui,9523.81,600000.0
2065,Marrakech,Hay Izdihar,Appartements,65,65,6-10 ans,1,2,1,Non,Non,Non,Non,6461.54,420000.0
2066,Marrakech,Hay Izdihar,Appartements,64,67,6-10 ans,1,2,1,Non,Non,Non,Oui,4477.61,300000.0
2067,Marrakech,Hay Izdihar,Appartements,69,69,Neuf,1,2,2,Non,Non,Non,Oui,10000.0,690000.0
2068,Marrakech,Hay Izdihar,Appartements,70,70,Neuf,1,2,2,Non,Non,Non,Oui,9000.0,630000.0
2069,Marrakech,Hay Izdihar,Appartements,63,70,21+ ans,2,2,1,Non,Non,Non,Non,6285.71,440000.0
2070,Marrakech,Hay Izdihar,Appartements,72,72,1-5 ans,1,2,1,Non,Non,Non,Non,7222.22,520000.0
2071,Marrakech,Hay Izdihar,Appartements,74,74,Neuf,1,2,1,Non,Non,Non,Non,8513.51,630000.0
2072,Marrakech,Hay Izdihar,Appartements,66,74,Neuf,1,2,2,Non,Non,Non,Oui,8513.51,630000.0
2073,Marrakech,Hay Izdihar,Appartements,78,78,Neuf,1,2,1,Non,Non,Non,Oui,9794.87,764000.0
2074,Marrakech,Hay Izdihar,Appartements,80,80,6-10 ans,1,2,1,Non,Non,Non,Non,5250.0,420000.0
2075,Marrakech,Hay Izdihar,Appartements,80,80,Neuf,1,2,2,Non,Non,Non,Oui,9250.0,740000.0
2076,Marrakech,Hay Izdihar,Appartements,81,81,Neuf,1,2,1,Non,Non,Non,Oui,9506.17,770000.0
2077,Marrakech,Hay Izdihar,Appartements,87,87,Neuf,1,2,2,Non,Non,Non,Oui,11000.0,957000.0
2078,Marrakech,Hay Izdihar,Maisons et villas,260,88,6-10 ans,2,6,3,Non,Non,Non,Non,13636.36,1200000.0
2079,Marrakech,Hay Izdihar,Appartements,92,92,6-10 ans,2,2,1,Non,Non,Non,Non,7934.78,730000.0
2080,Marrakech,Hay Izdihar,Appartements,99,93,Neuf,1,2,2,Non,Non,Non,Non,10741.94,999000.0
2081,Marrakech,Hay Izdihar,Appartements,60,95,6-10 ans,1,2,2,Non,Non,Non,Oui,6315.79,600000.0
2082,Marrakech,Hay Izdihar,Maisons et villas,96,96,21+ ans,2,6,2,Non,Non,Non,Non,13541.67,1300000.0
2083,Marrakech,Hay Izdihar,Appartements,98,98,Neuf,1,3,2,Non,Non,Non,Non,8673.47,850000.0
2084,Marrakech,Hay Izdihar,Appartements,98,98,6-10 ans,2,2,2,Non,Non,Non,Oui,7653.06,750000.0
2085,Marrakech,Hay Izdihar,Maisons et villas,100,100,1-5 ans,2,2,2,Non,Non,Non,Oui,33000.0,3300000.0
2086,Marrakech,Hay Izdihar,Appartements,100,100,1-5 ans,1,3,1,Non,Non,Non,Oui,8500.0,850000.0
2087,Marrakech,Hay Izdihar,Appartements,102,102,Neuf,1,3,2,Non,Non,Non,Non,7352.94,750000.0
2088,Marrakech,Hay Izdihar,Appartements,100,120,1-5 ans,2,2,1,Non,Non,Non,Oui,5833.33,700000.0
2089,Marrakech,Hay Izdihar,Appartements,100,120,1-5 ans,1,2,2,Non,Non,Non,Oui,5833.33,700000.0
2090,Marrakech,Hay Izdihar,Appartements,145,145,1-5 ans,1,2,1,Non,Non,Non,Oui,8275.86,1200000.0
2091,Marrakech,Hay Izdihar,Maisons et villas,140,200,6-10 ans,2,6,2,Non,Oui,Non,Oui,8000.0,1600000.0
2092,Marrakech,Hay Izdihar,Maisons et villas,405,341,1-5 ans,5,6,4,Oui,Oui,Oui,Oui,10263.93,3500000.0
2093,Marrakech,Hay Targa,Maisons et villas,93,93,1-5 ans,2,4,3,Oui,Non,Non,Non,16129.03,1500000.0
2094,Marrakech,Hay Targa,Appartements,225,225,Neuf,1,3,2,Non,Non,Non,Oui,5555.56,1250000.0
2095,Marrakech,Hay Targa,Maisons et villas,350,350,Neuf,3,4,3,Non,Oui,Non,Oui,7428.57,2600000.0
2096,Marrakech,Hay Targa,Maisons et villas,360,375,1-5 ans,4,4,4,Non,Non,Non,Non,5280.0,1980000.0
2097,Marrakech,Hay Targa,Maisons et villas,480,408,Neuf,4,6,5,Oui,Oui,Oui,Oui,11029.41,4500000.0
2098,Marrakech,Hay Targa,Maisons et villas,417,417,Neuf,4,4,5,Non,Oui,Oui,Oui,9112.71,3800000.0
2099,Marrakech,Hay Targa,Maisons et villas,160,420,6-10 ans,2,5,4,Oui,Oui,Non,Oui,6428.57,2700000.0
2100,Marrakech,Hay Targa,Maisons et villas,160,420,6-10 ans,2,5,4,Oui,Oui,Non,Oui,5952.38,2500000.0
2101,Marrakech,Hay Targa,Maisons et villas,440,440,Neuf,2,4,5,Oui,Oui,Oui,Oui,10909.09,4800000.0
2102,Marrakech,Hay Targa,Maisons et villas,500,500,11-20 ans,4,6,4,Oui,Oui,Oui,Oui,6200.0,3100000.0
2103,Marrakech,Hay Targa,Maisons et villas,610,608,1-5 ans,3,7,5,Oui,Oui,Oui,Oui,9046.05,5500000.0
2104,Marrakech,Hay Targa,Maisons et villas,680,610,1-5 ans,3,7,5,Oui,Oui,Oui,Oui,9016.39,5500000.0
2105,Marrakech,Hay Targa,Maisons et villas,680,680,6-10 ans,2,10+,7+,Oui,Oui,Oui,Oui,11397.06,7750000.0
2106,Marrakech,Hay Targa,Maisons et villas,600,1040,11-20 ans,4,5,4,Oui,Oui,Oui,Oui,6730.77,7000000.0
2107,Marrakech,Hivernage,Appartements,51,51,Neuf,1,1,1,Non,Non,Non,Non,16176.47,825000.0
2108,Marrakech,Hivernage,Appartements,79,79,6-10 ans,1,2,2,Non,Non,Non,Oui,8481.01,670000.0
2109,Marrakech,Hivernage,Appartements,80,80,Neuf,1,2,2,Non,Non,Non,Oui,17500.0,1400000.0
2110,Marrakech,Hivernage,Appartements,81,81,Neuf,1,2,2,Non,Non,Non,Non,11600.0,939600.0
2111,Marrakech,Hivernage,Appartements,85,85,Neuf,1,2,1,Non,Non,Non,Non,15705.88,1335000.0
2112,Marrakech,Hivernage,Appartements,93,93,11-20 ans,1,2,2,Non,Non,Non,Non,12150.54,1130000.0
2113,Marrakech,Hivernage,Appartements,90,100,1-5 ans,2,3,2,Non,Non,Non,Non,16700.0,1670000.0
2114,Marrakech,Hivernage,Appartements,88,108,Neuf,1,2,2,Non,Non,Non,Oui,13055.56,1410000.0
2115,Marrakech,Hivernage,Appartements,111,111,1-5 ans,1,3,2,Non,Non,Non,Oui,17567.57,1950000.0
2116,Marrakech,Hivernage,Appartements,113,113,Neuf,1,3,2,Non,Non,Non,Oui,16371.68,1850000.0
2117,Marrakech,Hivernage,Appartements,137,137,21+ ans,1,3,3,Non,Non,Non,Oui,10948.91,1500000.0
2118,Marrakech,Hivernage,Appartements,150,150,6-10 ans,2,2,2,Non,Non,Non,Oui,27333.33,4100000.0
2119,Marrakech,Hivernage,Appartements,134,153,Neuf,1,1,1,Non,Non,Non,Non,12892.16,1972500.0
2120,Marrakech,Hivernage,Maisons et villas,250,355,Neuf,1,4,2,Oui,Oui,Oui,Oui,11267.61,4000000.0
2121,Marrakech,Issil,Appartements,72,72,21+ ans,1,2,2,Non,Non,Non,Non,6944.44,500000.0
2122,Marrakech,Issil,Appartements,89,89,6-10 ans,2,2,1,Non,Non,Non,Non,7528.09,670000.0
2123,Marrakech,Issil,Appartements,90,90,11-20 ans,1,2,1,Non,Non,Non,Non,7555.56,680000.0
2124,Marrakech,Issil,Maisons et villas,90,90,1-5 ans,4,4,2,Non,Non,Non,Non,17333.33,1560000.0
2125,Marrakech,Issil,Appartements,98,98,11-20 ans,1,2,1,Non,Non,Non,Non,7142.86,700000.0
2126,Marrakech,Issil,Maisons et villas,400,144,21+ ans,7+,7,4,Oui,Non,Non,Oui,11805.56,1700000.0
2127,Marrakech,Les Portes de Marrakech,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Non,7200.0,360000.0
2128,Marrakech,Les Portes de Marrakech,Appartements,51,52,6-10 ans,1,2,2,Non,Non,Non,Non,4134.62,215000.0
2129,Marrakech,Les Portes de Marrakech,Appartements,54,54,11-20 ans,1,2,1,Non,Non,Non,Oui,5425.93,293000.0
2130,Marrakech,Les Portes de Marrakech,Appartements,56,56,6-10 ans,1,2,1,Non,Non,Non,Non,6785.71,380000.0
2131,Marrakech,Les Portes de Marrakech,Appartements,57,57,1-5 ans,1,2,1,Non,Non,Non,Non,4912.28,280000.0
2132,Marrakech,Les Portes de Marrakech,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Non,6666.67,380000.0
2133,Marrakech,Les Portes de Marrakech,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Oui,5263.16,300000.0
2134,Marrakech,Les Portes de Marrakech,Appartements,58,58,6-10 ans,1,2,1,Non,Non,Non,Non,6724.14,390000.0
2135,Marrakech,Les Portes de Marrakech,Appartements,59,59,6-10 ans,1,2,1,Non,Non,Non,Non,7796.61,460000.0
2136,Marrakech,Les Portes de Marrakech,Appartements,60,60,11-20 ans,1,2,1,Non,Non,Non,Non,4000.0,240000.0
2137,Marrakech,Les Portes de Marrakech,Appartements,67,67,6-10 ans,1,2,2,Non,Non,Non,Oui,5223.88,350000.0
2138,Marrakech,Les Portes de Marrakech,Appartements,68,68,Neuf,1,3,2,Non,Non,Non,Non,3676.47,250000.0
2139,Marrakech,Les Portes de Marrakech,Appartements,74,74,11-20 ans,1,2,1,Non,Non,Non,Non,7702.7,570000.0
2140,Marrakech,Les Portes de Marrakech,Appartements,84,84,11-20 ans,1,3,2,Non,Non,Non,Oui,5714.29,480000.0
2141,Marrakech,Les Portes de Marrakech,Appartements,86,86,6-10 ans,1,3,2,Non,Non,Non,Non,4941.86,425000.0
2142,Marrakech,Les Portes de Marrakech,Appartements,112,112,1-5 ans,1,4,2,Non,Non,Non,Non,6428.57,720000.0
2143,Marrakech,Les Portes de Marrakech,Maisons et villas,400,369,1-5 ans,5,7,4,Oui,Oui,Non,Oui,6504.07,2400000.0
2144,Marrakech,Les Portes de Marrakech,Maisons et villas,380,369,1-5 ans,5,7,4,Non,Non,Non,Non,6233.06,2300000.0
2145,Marrakech,M'Hamid,Maisons et villas,50,50,6-10 ans,2,2,2,Non,Non,Non,Non,8500.0,425000.0
2146,Marrakech,M'Hamid,Appartements,50,50,1-5 ans,1,1,1,Non,Non,Non,Non,6000.0,300000.0
2147,Marrakech,M'Hamid,Appartements,53,53,1-5 ans,1,2,1,Non,Non,Non,Non,5283.02,280000.0
2148,Marrakech,M'Hamid,Appartements,54,54,6-10 ans,1,2,1,Non,Non,Non,Oui,8518.52,460000.0
2149,Marrakech,M'Hamid,Appartements,55,55,Neuf,1,2,1,Non,Non,Non,Non,4363.64,240000.0
2150,Marrakech,M'Hamid,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Non,5964.91,340000.0
2151,Marrakech,M'Hamid,Appartements,58,58,1-5 ans,1,3,3,Non,Non,Non,Non,5517.24,320000.0
2152,Marrakech,M'Hamid,Appartements,60,60,11-20 ans,1,2,2,Non,Non,Non,Non,5333.33,320000.0
2153,Marrakech,M'Hamid,Appartements,60,60,Neuf,1,2,2,Non,Non,Non,Non,6333.33,380000.0
2154,Marrakech,M'Hamid,Maisons et villas,60,60,Neuf,2,6,3,Oui,Non,Non,Non,12666.67,760000.0
2155,Marrakech,M'Hamid,Appartements,56,60,11-20 ans,1,2,1,Non,Non,Non,Oui,4166.67,250000.0
2156,Marrakech,M'Hamid,Appartements,61,61,Neuf,1,2,1,Non,Non,Non,Non,5901.64,360000.0
2157,Marrakech,M'Hamid,Appartements,62,62,6-10 ans,1,2,1,Non,Non,Non,Oui,5483.87,340000.0
2158,Marrakech,M'Hamid,Appartements,64,64,6-10 ans,1,2,1,Non,Non,Non,Non,5468.75,350000.0
2159,Marrakech,M'Hamid,Appartements,64,64,Neuf,1,2,1,Non,Non,Non,Non,5000.0,320000.0
2160,Marrakech,M'Hamid,Appartements,64,64,6-10 ans,1,2,3,Non,Non,Non,Oui,4687.5,300000.0
2161,Marrakech,M'Hamid,Appartements,66,66,Neuf,1,2,1,Non,Non,Non,Non,6969.7,460000.0
2162,Marrakech,M'Hamid,Appartements,68,68,Neuf,1,2,1,Non,Non,Non,Oui,6764.71,460000.0
2163,Marrakech,M'Hamid,Appartements,69,69,1-5 ans,1,2,1,Non,Non,Non,Oui,5507.25,380000.0
2164,Marrakech,M'Hamid,Appartements,70,70,Neuf,1,2,1,Non,Non,Non,Non,6571.43,460000.0
2165,Marrakech,M'Hamid,Maisons et villas,71,70,1-5 ans,3,4,4,Non,Non,Non,Non,13571.43,950000.0
2166,Marrakech,M'Hamid,Appartements,70,70,Neuf,1,3,2,Non,Non,Non,Oui,3571.43,250000.0
2167,Marrakech,M'Hamid,Appartements,73,73,Neuf,1,3,2,Non,Non,Non,Oui,3424.66,250000.0
2168,Marrakech,M'Hamid,Appartements,74,74,11-20 ans,1,2,1,Non,Non,Non,Non,6081.08,450000.0
2169,Marrakech,M'Hamid,Appartements,75,75,Neuf,1,2,1,Non,Non,Non,Non,6533.33,490000.0
2170,Marrakech,M'Hamid,Appartements,76,76,Neuf,1,2,1,Non,Non,Non,Oui,7236.84,550000.0
2171,Marrakech,M'Hamid,Appartements,70,79,1-5 ans,1,2,2,Non,Non,Non,Non,5316.46,420000.0
2172,Marrakech,M'Hamid,Appartements,80,80,Neuf,1,3,1,Non,Non,Non,Non,6250.0,500000.0
2173,Marrakech,M'Hamid,Maisons et villas,80,80,6-10 ans,3,8,3,Oui,Non,Non,Non,15000.0,1200000.0
2174,Marrakech,M'Hamid,Maisons et villas,80,80,Neuf,4,5,4,Non,Non,Non,Non,13125.0,1050000.0
2175,Marrakech,M'Hamid,Maisons et villas,96,80,1-5 ans,3,7,5,Non,Non,Non,Non,17000.0,1360000.0
2176,Marrakech,M'Hamid,Maisons et villas,100,80,Neuf,2,5,5,Oui,Non,Non,Non,24375.0,1950000.0
2177,Marrakech,M'Hamid,Maisons et villas,178,80,6-10 ans,2,5,2,Non,Non,Non,Non,11875.0,950000.0
2178,Marrakech,M'Hamid,Maisons et villas,168,84,6-10 ans,2,4,2,Non,Non,Non,Non,19047.62,1600000.0
2179,Marrakech,M'Hamid,Maisons et villas,100,91,6-10 ans,2,2,2,Non,Non,Non,Non,13186.81,1200000.0
2180,Marrakech,M'Hamid,Maisons et villas,95,95,Neuf,2,6,3,Oui,Non,Non,Oui,19473.68,1850000.0
2181,Marrakech,M'Hamid,Maisons et villas,96,96,6-10 ans,3,3,3,Non,Oui,Non,Oui,10416.67,1000000.0
2182,Marrakech,M'Hamid,Appartements,96,96,Neuf,1,2,1,Non,Non,Non,Non,4687.5,450000.0
2183,Marrakech,M'Hamid,Appartements,98,98,Neuf,1,2,2,Non,Non,Non,Oui,11224.49,1100000.0
2184,Marrakech,M'Hamid,Appartements,98,98,Neuf,1,3,2,Non,Non,Non,Oui,6632.65,650000.0
2185,Marrakech,M'Hamid,Appartements,82,99,6-10 ans,1,2,2,Non,Non,Non,Non,50505.05,5000000.0
2186,Marrakech,M'Hamid,Maisons et villas,100,100,Neuf,3,5,3,Oui,Non,Non,Oui,19500.0,1950000.0
2187,Marrakech,M'Hamid,Appartements,100,100,Neuf,2,3,1,Non,Non,Non,Oui,6800.0,680000.0
2188,Marrakech,M'Hamid,Maisons et villas,100,100,Neuf,2,6,2,Oui,Non,Non,Oui,18500.0,1850000.0
2189,Marrakech,M'Hamid,Appartements,100,100,Neuf,1,3,2,Non,Non,Non,Non,5800.0,580000.0
2190,Marrakech,M'Hamid,Maisons et villas,100,100,Neuf,2,5,4,Oui,Non,Non,Oui,18500.0,1850000.0
2191,Marrakech,M'Hamid,Maisons et villas,101,103,6-10 ans,2,4,4,Oui,Non,Non,Non,13592.23,1400000.0
2192,Marrakech,M'Hamid,Appartements,80,104,6-10 ans,1,3,1,Non,Non,Non,Non,4711.54,490000.0
2193,Marrakech,M'Hamid,Maisons et villas,115,108,6-10 ans,3,6,5,Non,Non,Non,Non,18055.56,1950000.0
2194,Marrakech,M'Hamid,Maisons et villas,109,109,1-5 ans,4,6,3,Oui,Oui,Non,Non,12201.83,1330000.0
2195,Marrakech,M'Hamid,Maisons et villas,109,109,6-10 ans,2,5,2,Non,Non,Non,Non,9174.31,1000000.0
2196,Marrakech,M'Hamid,Maisons et villas,120,110,Neuf,1,2,3,Non,Non,Non,Non,17272.73,1900000.0
2197,Marrakech,M'Hamid,Appartements,112,112,Neuf,1,3,2,Non,Non,Non,Oui,6339.29,710000.0
2198,Marrakech,M'Hamid,Maisons et villas,114,114,6-10 ans,4,7,4,Non,Non,Non,Non,13157.89,1500000.0
2199,Marrakech,M'Hamid,Appartements,90,114,1-5 ans,1,2,1,Non,Non,Non,Non,4824.56,550000.0
2200,Marrakech,M'Hamid,Appartements,96,115,1-5 ans,1,3,1,Non,Non,Non,Non,5478.26,630000.0
2201,Marrakech,M'Hamid,Appartements,90,115,Neuf,1,2,3,Non,Non,Non,Non,5217.39,600000.0
2202,Marrakech,M'Hamid,Appartements,118,118,Neuf,1,3,1,Non,Non,Non,Non,5508.47,650000.0
2203,Marrakech,M'Hamid,Maisons et villas,126,126,6-10 ans,1,2,2,Non,Non,Non,Non,11507.94,1450000.0
2204,Marrakech,M'Hamid,Appartements,55,55,Neuf,1,2,1,Non,Non,Non,Non,4363.64,240000.0
2205,Marrakech,M'Hamid,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Non,5964.91,340000.0
2206,Marrakech,M'Hamid,Maisons et villas,63,63,11-20 ans,1,3,1,Non,Non,Non,Non,5396.83,340000.0
2207,Marrakech,M'Hamid,Appartements,70,70,Neuf,1,3,2,Non,Non,Non,Oui,3571.43,250000.0
2208,Marrakech,M'Hamid,Maisons et villas,168,84,6-10 ans,2,4,2,Non,Non,Non,Non,19047.62,1600000.0
2209,Marrakech,M'Hamid,Maisons et villas,96,96,6-10 ans,2,3,3,Oui,Non,Oui,Oui,8750.0,840000.0
2210,Marrakech,M'Hamid,Maisons et villas,100,100,Neuf,3,5,3,Oui,Non,Non,Oui,19500.0,1950000.0
2211,Marrakech,M'Hamid,Maisons et villas,100,100,Neuf,2,5,4,Oui,Non,Non,Oui,18500.0,1850000.0
2212,Marrakech,M'Hamid,Maisons et villas,115,108,6-10 ans,3,6,5,Non,Non,Non,Non,18055.56,1950000.0
2213,Marrakech,M'Hamid,Maisons et villas,88,110,Neuf,4,5,3,Non,Non,Non,Non,10909.09,1200000.0
2214,Marrakech,M'Hamid,Maisons et villas,115,115,6-10 ans,1,3,1,Oui,Non,Non,Non,11478.26,1320000.0
2215,Marrakech,M'Hamid,Maisons et villas,170,265,Neuf,2,4,4,Oui,Non,Non,Oui,4716.98,1250000.0
2216,Marrakech,Mabrouka,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Non,7000.0,350000.0
2217,Marrakech,Mabrouka,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Oui,6800.0,340000.0
2218,Marrakech,Mabrouka,Appartements,51,51,1-5 ans,1,2,1,Non,Non,Non,Non,7058.82,360000.0
2219,Marrakech,Mabrouka,Appartements,54,54,1-5 ans,1,2,1,Non,Non,Non,Oui,6666.67,360000.0
2220,Marrakech,Mabrouka,Appartements,64,54,1-5 ans,1,2,1,Non,Non,Non,Non,6824.07,368500.0
2221,Marrakech,Mabrouka,Appartements,60,60,1-5 ans,1,2,1,Non,Non,Non,Non,5666.67,340000.0
2222,Marrakech,Mabrouka,Appartements,60,60,11-20 ans,1,2,1,Non,Non,Non,Oui,5833.33,350000.0
2223,Marrakech,Mabrouka,Appartements,60,60,Neuf,1,1,1,Non,Non,Non,Non,6000.0,360000.0
2224,Marrakech,Mabrouka,Appartements,60,60,1-5 ans,1,5,1,Non,Non,Non,Non,6500.0,390000.0
2225,Marrakech,Mabrouka,Appartements,62,62,1-5 ans,1,2,1,Non,Non,Non,Oui,5806.45,360000.0
2226,Marrakech,Mabrouka,Appartements,66,66,1-5 ans,1,2,2,Non,Non,Non,Non,7575.76,500000.0
2227,Marrakech,Mabrouka,Appartements,67,67,1-5 ans,1,2,1,Non,Non,Non,Oui,6865.67,460000.0
2228,Marrakech,Mabrouka,Appartements,69,69,1-5 ans,1,2,1,Non,Non,Non,Oui,6666.67,460000.0
2229,Marrakech,Mabrouka,Appartements,71,71,6-10 ans,1,2,1,Non,Non,Non,Oui,6901.41,490000.0
2230,Marrakech,Mabrouka,Appartements,72,72,6-10 ans,1,2,2,Non,Non,Non,Oui,8055.56,580000.0
2231,Marrakech,Mabrouka,Appartements,76,76,1-5 ans,1,2,1,Non,Non,Non,Oui,8815.79,670000.0
2232,Marrakech,Mabrouka,Appartements,79,79,6-10 ans,1,2,1,Non,Non,Non,Oui,6455.7,510000.0
2233,Marrakech,Mabrouka,Appartements,80,80,Neuf,1,1,1,Non,Non,Non,Non,8125.0,650000.0
2234,Marrakech,Mabrouka,Appartements,80,80,1-5 ans,1,3,2,Non,Non,Non,Non,8125.0,650000.0
2235,Marrakech,Mabrouka,Appartements,98,98,Neuf,2,3,2,Non,Non,Non,Oui,7959.18,780000.0
2236,Marrakech,Mabrouka,Appartements,107,107,Neuf,2,3,2,Non,Non,Non,Oui,7943.93,850000.0
2237,Marrakech,Mabrouka,Appartements,107,107,1-5 ans,1,3,2,Non,Non,Non,Oui,7943.93,850000.0
2238,Marrakech,Mabrouka,Appartements,108,108,Neuf,1,3,2,Non,Non,Non,Oui,7870.37,850000.0
2239,Marrakech,Mabrouka,Appartements,117,117,1-5 ans,1,3,2,Non,Non,Non,Oui,12478.63,1460000.0
2240,Marrakech,Mabrouka,Appartements,122,122,Neuf,1,3,3,Non,Non,Non,Oui,8032.79,980000.0
2241,Marrakech,Mabrouka,Appartements,64,54,1-5 ans,1,2,1,Non,Non,Non,Non,6824.07,368500.0
2242,Marrakech,Mabrouka,Appartements,60,60,Neuf,1,1,1,Non,Non,Non,Non,6000.0,360000.0
2243,Marrakech,Mabrouka,Appartements,66,66,1-5 ans,1,2,2,Non,Non,Non,Non,7575.76,500000.0
2244,Marrakech,Mabrouka,Appartements,69,69,1-5 ans,1,2,1,Non,Non,Non,Oui,6666.67,460000.0
2245,Marrakech,Mabrouka,Appartements,71,71,6-10 ans,1,2,1,Non,Non,Non,Oui,6901.41,490000.0
2246,Marrakech,Mabrouka,Maisons et villas,300,270,1-5 ans,2,5,5,Oui,Oui,Non,Oui,9259.26,2500000.0
2247,Marrakech,Massira,Appartements,54,54,21+ ans,1,2,2,Non,Non,Non,Non,5370.37,290000.0
2248,Marrakech,Massira,Appartements,54,54,6-10 ans,1,2,2,Non,Non,Non,Oui,7407.41,400000.0
2249,Marrakech,Massira,Appartements,67,67,11-20 ans,1,2,2,Non,Non,Non,Non,5074.63,340000.0
2250,Marrakech,Massira,Appartements,68,68,11-20 ans,1,2,2,Non,Non,Non,Non,5147.06,350000.0
2251,Marrakech,Massira,Appartements,71,71,Neuf,1,2,2,Non,Non,Non,Non,3521.13,250000.0
2252,Marrakech,Massira,Maisons et villas,75,75,6-10 ans,3,5,3,Non,Non,Non,Non,12800.0,960000.0
